row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
1183,CA-2017-138779,2017-01-14,2017-01-15,"First Class",RB-19570,"Rob Beeghly",Consumer,"United States",Jacksonville,"North Carolina",28540,South,OFF-EN-10002504,"Office Supplies",Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",21.74,1,0.2,7.34
1184,CA-2017-138779,2017-01-14,2017-01-15,"First Class",RB-19570,"Rob Beeghly",Consumer,"United States",Jacksonville,"North Carolina",28540,South,TEC-PH-10003655,Technology,Phones,"Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4",7.92,5,0.2,0.69
1185,CA-2014-127131,2014-11-24,2014-11-30,"Standard Class",HR-14830,"Harold Ryan",Corporate,"United States",Seattle,Washington,98103,West,OFF-BI-10004656,"Office Supplies",Binders,"Peel & Stick Add-On Corner Pockets",12.1,7,0.2,4.23
1186,CA-2014-127131,2014-11-24,2014-11-30,"Standard Class",HR-14830,"Harold Ryan",Corporate,"United States",Seattle,Washington,98103,West,OFF-ST-10002344,"Office Supplies",Storage,"Carina 42"Hx23 3/4""W Media Storage Unit"",485.88,6,NULL,9.72
1187,CA-2014-127131,2014-11-24,2014-11-30,"Standard Class",HR-14830,"Harold Ryan",Corporate,"United States",Seattle,Washington,98103,West,OFF-PA-10001800,"Office Supplies",Paper,"Xerox 220",25.92,4,NULL,12.44
1188,CA-2014-127131,2014-11-24,2014-11-30,"Standard Class",HR-14830,"Harold Ryan",Corporate,"United States",Seattle,Washington,98103,West,OFF-ST-10000036,"Office Supplies",Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",197.58,2,NULL,53.35
1189,CA-2017-117212,2017-02-26,2017-02-28,"Second Class",BT-11530,"Bradley Talbott","Home Office","United States","Los Angeles",California,90036,West,OFF-AP-10004532,"Office Supplies",Appliances,"Kensington 6 Outlet Guardian Standard Surge Protector",81.92,4,NULL,22.12
1190,CA-2017-117212,2017-02-26,2017-02-28,"Second Class",BT-11530,"Bradley Talbott","Home Office","United States","Los Angeles",California,90036,West,TEC-PH-10004447,Technology,Phones,"Toshiba IPT2010-SD IP Telephone",889.54,8,0.2,66.72
1191,CA-2017-117212,2017-02-26,2017-02-28,"Second Class",BT-11530,"Bradley Talbott","Home Office","United States","Los Angeles",California,90036,West,FUR-CH-10003973,Furniture,Chairs,"GuestStacker Chair with Chrome Finish Legs",892.22,3,0.2,89.22
1192,CA-2017-117212,2017-02-26,2017-02-28,"Second Class",BT-11530,"Bradley Talbott","Home Office","United States","Los Angeles",California,90036,West,OFF-PA-10001970,"Office Supplies",Paper,"Xerox 1908",223.92,4,NULL,109.72
1193,CA-2017-117212,2017-02-26,2017-02-28,"Second Class",BT-11530,"Bradley Talbott","Home Office","United States","Los Angeles",California,90036,West,OFF-PA-10000682,"Office Supplies",Paper,"Xerox 1924",23.12,4,NULL,11.33
1194,US-2015-130519,2015-09-15,2015-09-15,"Same Day",NG-18355,"Nat Gilpin",Corporate,"United States","Coral Springs",Florida,33065,South,OFF-PA-10001937,"Office Supplies",Paper,"Xerox 21",15.55,3,0.2,5.44
1195,US-2015-130519,2015-09-15,2015-09-15,"Same Day",NG-18355,"Nat Gilpin",Corporate,"United States","Coral Springs",Florida,33065,South,FUR-FU-10002268,Furniture,Furnishings,"Ultra Door Push Plate",15.71,4,0.2,2.55
1196,US-2015-130519,2015-09-15,2015-09-15,"Same Day",NG-18355,"Nat Gilpin",Corporate,"United States","Coral Springs",Florida,33065,South,OFF-ST-10001321,"Office Supplies",Storage,"Decoflex Hanging Personal Folder File, Blue",24.67,2,0.2,2.16
1197,US-2015-130519,2015-09-15,2015-09-15,"Same Day",NG-18355,"Nat Gilpin",Corporate,"United States","Coral Springs",Florida,33065,South,FUR-FU-10003394,Furniture,Furnishings,"Tenex "The Solids"" Textured Chair Mats"",55.97,1,0.2,-2.1
1198,CA-2016-130946,2016-04-08,2016-04-12,"Standard Class",ZC-21910,"Zuschuss Carroll",Consumer,"United States",Houston,Texas,77041,Central,TEC-AC-10001990,Technology,Accessories,"Kensington Orbit Wireless Mobile Trackball for PC and Mac",431.93,9,0.2,64.79
1199,CA-2016-130946,2016-04-08,2016-04-12,"Standard Class",ZC-21910,"Zuschuss Carroll",Consumer,"United States",Houston,Texas,77041,Central,FUR-CH-10004540,Furniture,Chairs,"Global Chrome Stack Chair",95.98,4,0.3,-4.11
1200,CA-2016-130946,2016-04-08,2016-04-12,"Standard Class",ZC-21910,"Zuschuss Carroll",Consumer,"United States",Houston,Texas,77041,Central,OFF-BI-10004995,"Office Supplies",Binders,"GBC DocuBind P400 Electric Binding System",1088.79,4,0.8,-1850.95
1201,CA-2016-114727,2016-07-18,2016-07-24,"Standard Class",LS-16945,"Linda Southworth",Corporate,"United States",Denver,Colorado,80219,West,FUR-CH-10002335,Furniture,Chairs,"Hon GuestStacker Chair",544.01,3,0.2,40.8
1202,CA-2016-114727,2016-07-18,2016-07-24,"Standard Class",LS-16945,"Linda Southworth",Corporate,"United States",Denver,Colorado,80219,West,OFF-BI-10004967,"Office Supplies",Binders,"Round Ring Binders",1.87,3,0.7,-1.44
1203,CA-2016-114727,2016-07-18,2016-07-24,"Standard Class",LS-16945,"Linda Southworth",Corporate,"United States",Denver,Colorado,80219,West,FUR-CH-10002331,Furniture,Chairs,"Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms",854.35,3,0.2,10.68
1204,CA-2016-114727,2016-07-18,2016-07-24,"Standard Class",LS-16945,"Linda Southworth",Corporate,"United States",Denver,Colorado,80219,West,OFF-ST-10002292,"Office Supplies",Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",593.57,2,0.2,NULL
1205,CA-2016-114727,2016-07-18,2016-07-24,"Standard Class",LS-16945,"Linda Southworth",Corporate,"United States",Denver,Colorado,80219,West,OFF-ST-10000689,"Office Supplies",Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,0.2,-33.8
1206,CA-2017-133235,2017-08-01,2017-08-04,"First Class",LH-16750,"Larry Hughes",Consumer,"United States",Charlotte,"North Carolina",28205,South,TEC-PH-10002660,Technology,Phones,"Nortel Networks T7316 E Nt8 B27",271.96,5,0.2,17
1207,CA-2016-137050,2016-07-14,2016-07-18,"Second Class",SW-20755,"Steven Ward",Corporate,"United States","New York City","New York",10009,East,OFF-ST-10004634,"Office Supplies",Storage,"Personal Folder Holder, Ebony",11.21,1,NULL,3.36
1208,CA-2016-137050,2016-07-14,2016-07-18,"Second Class",SW-20755,"Steven Ward",Corporate,"United States","New York City","New York",10009,East,OFF-BI-10002160,"Office Supplies",Binders,"Acco Hanging Data Binders",9.14,3,0.2,3.2
1209,CA-2016-137050,2016-07-14,2016-07-18,"Second Class",SW-20755,"Steven Ward",Corporate,"United States","New York City","New York",10009,East,OFF-FA-10002988,"Office Supplies",Fasteners,"Ideal Clamps",14.07,7,NULL,6.89
1210,CA-2016-137050,2016-07-14,2016-07-18,"Second Class",SW-20755,"Steven Ward",Corporate,"United States","New York City","New York",10009,East,OFF-AR-10004999,"Office Supplies",Art,"Newell 315",41.86,7,NULL,10.46
1211,CA-2016-137050,2016-07-14,2016-07-18,"Second Class",SW-20755,"Steven Ward",Corporate,"United States","New York City","New York",10009,East,OFF-BI-10001031,"Office Supplies",Binders,"Pressboard Data Binders by Wilson Jones",8.54,2,0.2,2.88
1212,CA-2016-137050,2016-07-14,2016-07-18,"Second Class",SW-20755,"Steven Ward",Corporate,"United States","New York City","New York",10009,East,FUR-BO-10004695,Furniture,Bookcases,"O'Sullivan 2-Door Barrister Bookcase in Odessa Pine",579.14,4,0.2,21.72
1213,US-2017-118087,2017-09-09,2017-09-13,"Standard Class",SP-20620,"Stefania Perrino",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,FUR-CH-10004860,Furniture,Chairs,"Global Low Back Tilter Chair",141.37,2,0.3,-48.47
1214,US-2017-118087,2017-09-09,2017-09-13,"Standard Class",SP-20620,"Stefania Perrino",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,OFF-BI-10002432,"Office Supplies",Binders,"Wilson Jones Standard D-Ring Binders",3.04,2,0.7,-2.33
1215,US-2017-118087,2017-09-09,2017-09-13,"Standard Class",SP-20620,"Stefania Perrino",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,OFF-BI-10000069,"Office Supplies",Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",4.5,1,0.7,-3.6
1216,US-2017-118087,2017-09-09,2017-09-13,"Standard Class",SP-20620,"Stefania Perrino",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,OFF-AR-10003602,"Office Supplies",Art,"Quartet Omega Colored Chalk, 12/Pack",4.67,1,0.2,1.58
1217,US-2017-118087,2017-09-09,2017-09-13,"Standard Class",SP-20620,"Stefania Perrino",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,TEC-AC-10004469,Technology,Accessories,"Microsoft Sculpt Comfort Mouse",95.88,3,0.2,28.76
1218,US-2017-118087,2017-09-09,2017-09-13,"Standard Class",SP-20620,"Stefania Perrino",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",17.02,2,0.2,1.7
1219,US-2017-118087,2017-09-09,2017-09-13,"Standard Class",SP-20620,"Stefania Perrino",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,TEC-AC-10003174,Technology,Accessories,"Plantronics S12 Corded Telephone Headset System",258.7,3,0.2,64.67
1220,US-2017-118087,2017-09-09,2017-09-13,"Standard Class",SP-20620,"Stefania Perrino",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,TEC-PH-10002200,Technology,Phones,"Samsung Galaxy Note 2",1931.96,7,0.4,-386.39
1221,CA-2014-110184,2014-07-12,2014-07-16,"Standard Class",BF-11170,"Ben Ferrer","Home Office","United States","Los Angeles",California,90036,West,OFF-ST-10000107,"Office Supplies",Storage,"Fellowes Super Stor/Drawer",249.75,9,NULL,44.96
1222,CA-2014-110184,2014-07-12,2014-07-16,"Standard Class",BF-11170,"Ben Ferrer","Home Office","United States","Los Angeles",California,90036,West,TEC-PH-10000439,Technology,Phones,"GE DSL Phone Line Filter",255.94,8,0.2,28.79
1224,CA-2016-126004,2016-12-04,2016-12-05,"First Class",BM-11140,"Becky Martin",Consumer,"United States","New York City","New York",10024,East,TEC-AC-10001432,Technology,Accessories,"Enermax Aurora Lite Keyboard",78.15,1,NULL,34.39
1225,CA-2016-126004,2016-12-04,2016-12-05,"First Class",BM-11140,"Becky Martin",Consumer,"United States","New York City","New York",10024,East,OFF-BI-10004656,"Office Supplies",Binders,"Peel & Stick Add-On Corner Pockets",1.73,1,0.2,0.6
1226,CA-2016-126004,2016-12-04,2016-12-05,"First Class",BM-11140,"Becky Martin",Consumer,"United States","New York City","New York",10024,East,OFF-PA-10001685,"Office Supplies",Paper,"Easy-staple paper",40.56,4,NULL,19.87
1227,CA-2016-126004,2016-12-04,2016-12-05,"First Class",BM-11140,"Becky Martin",Consumer,"United States","New York City","New York",10024,East,OFF-ST-10001418,"Office Supplies",Storage,"Carina Media Storage Towers in Natural & Black",182.94,3,NULL,3.66
1228,CA-2016-126004,2016-12-04,2016-12-05,"First Class",BM-11140,"Becky Martin",Consumer,"United States","New York City","New York",10024,East,OFF-ST-10000676,"Office Supplies",Storage,"Fellowes Econo/Stor Drawers",193.86,2,NULL,11.63
1229,CA-2017-100013,2017-11-06,2017-11-11,"Standard Class",ZC-21910,"Zuschuss Carroll",Consumer,"United States","Los Angeles",California,90045,West,OFF-EN-10001219,"Office Supplies",Envelopes,"#10- 4 1/8" x 9 1/2"" Security-Tint Envelopes"",15.28,2,NULL,7.49
1230,CA-2017-100013,2017-11-06,2017-11-11,"Standard Class",ZC-21910,"Zuschuss Carroll",Consumer,"United States","Los Angeles",California,90045,West,FUR-FU-10001424,Furniture,Furnishings,"Dax Clear Box Frame",8.73,1,NULL,2.97
1231,CA-2017-100013,2017-11-06,2017-11-11,"Standard Class",ZC-21910,"Zuschuss Carroll",Consumer,"United States","Los Angeles",California,90045,West,OFF-AR-10001022,"Office Supplies",Art,"SANFORD Liquid Accent Tank-Style Highlighters",5.68,2,NULL,1.76
1232,CA-2015-132570,2015-10-31,2015-11-02,"Second Class",KT-16480,"Kean Thornton",Consumer,"United States",Buffalo,"New York",14215,East,OFF-AR-10000369,"Office Supplies",Art,"Design Ebony Sketching Pencil",2.78,2,NULL,0.72
1233,CA-2015-132570,2015-10-31,2015-11-02,"Second Class",KT-16480,"Kean Thornton",Consumer,"United States",Buffalo,"New York",14215,East,OFF-EN-10003055,"Office Supplies",Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96,2,NULL,35.98
1234,CA-2016-153682,2016-05-30,2016-06-01,"First Class",BG-11695,"Brooke Gillingham",Corporate,"United States",Cincinnati,Ohio,45231,East,TEC-CO-10001046,Technology,Copiers,"Canon Imageclass D680 Copier / Fax",839.99,2,0.4,70
1235,CA-2016-144344,2016-10-28,2016-10-28,"Same Day",PG-18820,"Patrick Gardner",Consumer,"United States","Boynton Beach",Florida,33437,South,FUR-FU-10000076,Furniture,Furnishings,"24-Hour Round Wall Clock",47.95,3,0.2,13.79
1236,CA-2016-144344,2016-10-28,2016-10-28,"Same Day",PG-18820,"Patrick Gardner",Consumer,"United States","Boynton Beach",Florida,33437,South,OFF-BI-10003719,"Office Supplies",Binders,"Large Capacity Hanging Post Binders",37.42,5,0.7,-29.94
1237,CA-2016-144344,2016-10-28,2016-10-28,"Same Day",PG-18820,"Patrick Gardner",Consumer,"United States","Boynton Beach",Florida,33437,South,FUR-FU-10003268,Furniture,Furnishings,"Eldon Radial Chair Mat for Low to Medium Pile Carpets",63.97,2,0.2,NULL
1238,CA-2016-144344,2016-10-28,2016-10-28,"Same Day",PG-18820,"Patrick Gardner",Consumer,"United States","Boynton Beach",Florida,33437,South,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2" Diameter Rosebrook Wall Clock"",165.05,3,0.2,41.26
1239,CA-2014-127012,2014-08-11,2014-08-15,"Standard Class",GM-14680,"Greg Matthias",Consumer,"United States",Seattle,Washington,98105,West,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",12.35,1,NULL,5.43
1240,CA-2014-127012,2014-08-11,2014-08-15,"Standard Class",GM-14680,"Greg Matthias",Consumer,"United States",Seattle,Washington,98105,West,OFF-AR-10003903,"Office Supplies",Art,"Sanford 52201 APSCO Electric Pencil Sharpener",40.97,1,NULL,10.65
1241,CA-2014-127012,2014-08-11,2014-08-15,"Standard Class",GM-14680,"Greg Matthias",Consumer,"United States",Seattle,Washington,98105,West,OFF-FA-10004854,"Office Supplies",Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",22.96,2,NULL,10.79
1242,CA-2016-128727,2016-08-29,2016-09-04,"Standard Class",MO-17800,"Meg O'Connel","Home Office","United States","New York City","New York",10024,East,TEC-PH-10003442,Technology,Phones,"Samsung Replacement EH64AVFWE Premium Headset",22,4,NULL,5.5
1243,US-2016-162859,2016-02-15,2016-02-22,"Standard Class",PG-18820,"Patrick Gardner",Consumer,"United States","New York City","New York",10009,East,OFF-BI-10004519,"Office Supplies",Binders,"GBC DocuBind P100 Manual Binding Machine",398.35,3,0.2,124.48
1244,US-2016-162859,2016-02-15,2016-02-22,"Standard Class",PG-18820,"Patrick Gardner",Consumer,"United States","New York City","New York",10009,East,OFF-FA-10000304,"Office Supplies",Fasteners,"Advantus Push Pins",8.72,4,NULL,3.58
1245,CA-2017-133641,2017-05-14,2017-05-21,"Standard Class",EJ-14155,"Eva Jacobs",Consumer,"United States",Gulfport,Mississippi,39503,South,OFF-EN-10004955,"Office Supplies",Envelopes,"Fashion Color Clasp Envelopes",48.69,9,NULL,23.86
1246,CA-2014-168494,2014-12-12,2014-12-14,"Second Class",NP-18700,"Nora Preis",Consumer,"United States",Fresno,California,93727,West,FUR-TA-10004619,Furniture,Tables,"Hon Non-Folding Utility Tables",764.69,6,0.2,95.59
1247,CA-2014-168494,2014-12-12,2014-12-14,"Second Class",NP-18700,"Nora Preis",Consumer,"United States",Fresno,California,93727,West,FUR-TA-10003473,Furniture,Tables,"Bretford Rectangular Conference Table Tops",3610.85,12,0.2,135.41
1248,CA-2014-168494,2014-12-12,2014-12-14,"Second Class",NP-18700,"Nora Preis",Consumer,"United States",Fresno,California,93727,West,FUR-BO-10004467,Furniture,Bookcases,"Bestar Classic Bookcase",254.97,3,0.15,12
1249,CA-2017-115602,2017-12-18,2017-12-24,"Standard Class",DJ-13630,"Doug Jacobs",Consumer,"United States","New York City","New York",10009,East,OFF-AR-10002280,"Office Supplies",Art,"Staples in misc. colors",38.82,6,NULL,17.47
1250,CA-2017-115602,2017-12-18,2017-12-24,"Standard Class",DJ-13630,"Doug Jacobs",Consumer,"United States","New York City","New York",10009,East,FUR-CH-10001708,Furniture,Chairs,"Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back",1141.94,9,0.1,139.57
1251,CA-2017-115602,2017-12-18,2017-12-24,"Standard Class",DJ-13630,"Doug Jacobs",Consumer,"United States","New York City","New York",10009,East,OFF-AP-10000891,"Office Supplies",Appliances,"Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center",1704.56,13,NULL,511.37
1252,CA-2017-115602,2017-12-18,2017-12-24,"Standard Class",DJ-13630,"Doug Jacobs",Consumer,"United States","New York City","New York",10009,East,OFF-AR-10000462,"Office Supplies",Art,"Sanford Pocket Accent Highlighters",3.2,2,NULL,1.38
1253,CA-2015-154956,2015-07-04,2015-07-09,"Standard Class",IM-15070,"Irene Maddox",Consumer,"United States",Milwaukee,Wisconsin,53209,Central,TEC-PH-10004165,Technology,Phones,"Mitel MiVoice 5330e IP Phone",1099.96,4,NULL,285.99
1254,CA-2017-144638,2017-03-10,2017-03-14,"Standard Class",MH-18115,"Mick Hernandez","Home Office","United States",Chester,Pennsylvania,19013,East,OFF-AR-10003958,"Office Supplies",Art,"Newell 337",5.25,2,0.2,0.59
1255,CA-2017-144638,2017-03-10,2017-03-14,"Standard Class",MH-18115,"Mick Hernandez","Home Office","United States",Chester,Pennsylvania,19013,East,TEC-PH-10000149,Technology,Phones,"Cisco SPA525G2 IP Phone - Wireless",35.91,3,0.4,-8.38
1256,CA-2017-144638,2017-03-10,2017-03-14,"Standard Class",MH-18115,"Mick Hernandez","Home Office","United States",Chester,Pennsylvania,19013,East,FUR-FU-10003724,Furniture,Furnishings,"Westinghouse Clip-On Gooseneck Lamps",6.7,1,0.2,0.5
1257,CA-2017-144638,2017-03-10,2017-03-14,"Standard Class",MH-18115,"Mick Hernandez","Home Office","United States",Chester,Pennsylvania,19013,East,FUR-FU-10003535,Furniture,Furnishings,"Howard Miller Distant Time Traveler Alarm Clock",43.87,2,0.2,11.52
1258,US-2016-168620,2016-12-24,2016-12-28,"Second Class",RB-19795,"Ross Baird","Home Office","United States",Charlotte,"North Carolina",28205,South,OFF-BI-10001575,"Office Supplies",Binders,"GBC Linen Binding Covers",27.88,3,0.7,-20.45
1259,US-2016-168620,2016-12-24,2016-12-28,"Second Class",RB-19795,"Ross Baird","Home Office","United States",Charlotte,"North Carolina",28205,South,OFF-ST-10003716,"Office Supplies",Storage,"Tennsco Double-Tier Lockers",540.05,3,0.2,-47.25
1260,US-2016-168620,2016-12-24,2016-12-28,"Second Class",RB-19795,"Ross Baird","Home Office","United States",Charlotte,"North Carolina",28205,South,TEC-AC-10004469,Technology,Accessories,"Microsoft Sculpt Comfort Mouse",255.68,8,0.2,76.7
1261,CA-2017-117079,2017-10-23,2017-10-27,"Standard Class",JR-15700,"Jocasta Rupert",Consumer,"United States",Jacksonville,Florida,32216,South,TEC-PH-10004586,Technology,Phones,"Wilson SignalBoost 841262 DB PRO Amplifier Kit",863.88,3,0.2,107.98
1262,US-2016-144393,2016-10-28,2016-11-04,"Standard Class",SM-20950,"Suzanne McNair",Corporate,"United States",Greenville,"North Carolina",27834,South,OFF-BI-10004236,"Office Supplies",Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",17.62,4,0.7,-14.09
1263,CA-2017-105053,2017-07-07,2017-07-09,"Second Class",CS-12355,"Christine Sundaresam",Consumer,"United States","Long Beach","New York",11561,East,OFF-BI-10001634,"Office Supplies",Binders,"Wilson Jones Active Use Binders",17.47,3,0.2,6.33
1264,CA-2016-155992,2016-10-01,2016-10-02,"First Class",CC-12220,"Chris Cortes",Consumer,"United States","La Porte",Indiana,46350,Central,TEC-PH-10000215,Technology,Phones,"Plantronics Cordless Phone Headset with In-line Volume - M214C",69.9,2,NULL,18.87
1265,CA-2016-155992,2016-10-01,2016-10-02,"First Class",CC-12220,"Chris Cortes",Consumer,"United States","La Porte",Indiana,46350,Central,FUR-FU-10003724,Furniture,Furnishings,"Westinghouse Clip-On Gooseneck Lamps",41.85,5,NULL,10.88
1266,CA-2017-110380,2017-09-02,2017-09-07,"Standard Class",PF-19225,"Phillip Flathmann",Consumer,"United States","San Francisco",California,94122,West,OFF-AR-10000422,"Office Supplies",Art,"Pencil and Crayon Sharpener",6.57,3,NULL,1.77
1267,US-2014-167738,2014-12-24,2014-12-29,"Standard Class",JC-16105,"Julie Creighton",Corporate,"United States","Los Angeles",California,90045,West,OFF-ST-10003306,"Office Supplies",Storage,"Letter Size Cart",142.86,1,NULL,41.43
1268,US-2014-167738,2014-12-24,2014-12-29,"Standard Class",JC-16105,"Julie Creighton",Corporate,"United States","Los Angeles",California,90045,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",292.27,6,0.2,18.27
1269,CA-2017-121412,2017-09-23,2017-09-27,"Standard Class",BG-11695,"Brooke Gillingham",Corporate,"United States",Louisville,Colorado,80027,West,FUR-FU-10000246,Furniture,Furnishings,"Aluminum Document Frame",29.33,3,0.2,3.67
1270,CA-2017-100426,2017-06-04,2017-06-08,"Standard Class",DC-12850,"Dan Campbell",Consumer,"United States",Florence,Alabama,35630,South,OFF-PA-10002870,"Office Supplies",Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",12.48,2,NULL,5.62
1271,US-2016-103646,2016-04-21,2016-04-26,"Standard Class",SP-20545,"Sibella Parks",Corporate,"United States",Chicago,Illinois,60623,Central,OFF-ST-10000563,"Office Supplies",Storage,"Fellowes Bankers Box Stor/Drawer Steel Plus",102.34,4,0.2,-12.79
1272,US-2016-103646,2016-04-21,2016-04-26,"Standard Class",SP-20545,"Sibella Parks",Corporate,"United States",Chicago,Illinois,60623,Central,OFF-AP-10004487,"Office Supplies",Appliances,"Kensington 4 Outlet MasterPiece Compact Power Control Center",48.79,3,0.8,-126.86
1273,US-2016-103646,2016-04-21,2016-04-26,"Standard Class",SP-20545,"Sibella Parks",Corporate,"United States",Chicago,Illinois,60623,Central,OFF-BI-10002854,"Office Supplies",Binders,"Performers Binder/Pad Holder, Black",44.85,8,0.8,-67.27
1274,CA-2016-119186,2016-05-26,2016-05-26,"Same Day",MS-17710,"Maurice Satty",Consumer,"United States","Fort Worth",Texas,76106,Central,OFF-PA-10004621,"Office Supplies",Paper,"Xerox 212",10.37,2,0.2,3.63
1275,CA-2016-119186,2016-05-26,2016-05-26,"Same Day",MS-17710,"Maurice Satty",Consumer,"United States","Fort Worth",Texas,76106,Central,FUR-CH-10001973,Furniture,Chairs,"Office Star Flex Back Scooter Chair with White Frame",388.43,5,0.3,-88.78
1276,CA-2016-119186,2016-05-26,2016-05-26,"Same Day",MS-17710,"Maurice Satty",Consumer,"United States","Fort Worth",Texas,76106,Central,OFF-PA-10004040,"Office Supplies",Paper,"Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)",14.35,3,0.2,5.2
1277,CA-2016-119186,2016-05-26,2016-05-26,"Same Day",MS-17710,"Maurice Satty",Consumer,"United States","Fort Worth",Texas,76106,Central,TEC-AC-10000580,Technology,Accessories,"Logitech G13 Programmable Gameboard with LCD Display",63.99,1,0.2,-7.2
1278,CA-2016-148698,2016-05-02,2016-05-07,"Standard Class",BD-11770,"Bryan Davis",Consumer,"United States",Houston,Texas,77070,Central,OFF-AR-10004022,"Office Supplies",Art,"Panasonic KP-380BK Classic Electric Pencil Sharpener",86.35,3,0.2,5.4
1279,CA-2014-163293,2014-09-08,2014-09-11,"First Class",KC-16255,"Karen Carlisle",Corporate,"United States",Macon,Georgia,31204,South,TEC-AC-10004209,Technology,Accessories,"Memorex Froggy Flash Drive 4 GB",32.97,3,NULL,12.86
1280,CA-2014-163293,2014-09-08,2014-09-11,"First Class",KC-16255,"Karen Carlisle",Corporate,"United States",Macon,Georgia,31204,South,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",83.88,4,NULL,30.2
1281,CA-2016-160815,2016-09-05,2016-09-06,"First Class",TR-21325,"Toby Ritter",Consumer,"United States","Cedar Rapids",Iowa,52402,Central,TEC-PH-10003505,Technology,Phones,"Geemarc AmpliPOWER60",278.4,3,NULL,80.74
1282,CA-2017-122154,2017-04-09,2017-04-11,"First Class",SA-20830,"Sue Ann Reed",Consumer,"United States",Jacksonville,Florida,32216,South,OFF-LA-10000121,"Office Supplies",Labels,"Avery 48",15.12,3,0.2,4.91
1283,CA-2017-122154,2017-04-09,2017-04-11,"First Class",SA-20830,"Sue Ann Reed",Consumer,"United States",Jacksonville,Florida,32216,South,OFF-BI-10002026,"Office Supplies",Binders,"Avery Arch Ring Binders",17.43,1,0.7,-13.36
1284,CA-2017-122154,2017-04-09,2017-04-11,"First Class",SA-20830,"Sue Ann Reed",Consumer,"United States",Jacksonville,Florida,32216,South,OFF-PA-10000994,"Office Supplies",Paper,"Xerox 1915",251.64,3,0.2,88.07
1285,US-2015-149692,2015-12-06,2015-12-12,"Standard Class",KW-16435,"Katrina Willman",Consumer,"United States",Austin,Texas,78745,Central,OFF-BI-10002813,"Office Supplies",Binders,"Avery Reinforcements for Hole-Punch Pages",2.77,7,0.8,-4.85
1286,CA-2016-119445,2016-06-26,2016-07-03,"Standard Class",GM-14500,"Gene McClure",Consumer,"United States",Providence,"Rhode Island",2908,East,OFF-ST-10000617,"Office Supplies",Storage,"Woodgrain Magazine Files by Perma",14.9,5,NULL,1.04
1287,CA-2015-124268,2015-07-04,2015-07-08,"Standard Class",AD-10180,"Alan Dominguez","Home Office","United States","New York City","New York",10035,East,OFF-AR-10004817,"Office Supplies",Art,"Colorific Watercolor Pencils",15.48,3,NULL,4.49
1288,CA-2016-154711,2016-11-22,2016-11-26,"Standard Class",TB-21355,"Todd Boyes",Corporate,"United States","New York City","New York",10009,East,FUR-FU-10000397,Furniture,Furnishings,"Luxo Economy Swing Arm Lamp",39.88,2,NULL,11.17
1290,CA-2016-154711,2016-11-22,2016-11-26,"Standard Class",TB-21355,"Todd Boyes",Corporate,"United States","New York City","New York",10009,East,OFF-AR-10001860,"Office Supplies",Art,"BIC Liqua Brite Liner",20.82,3,NULL,7.5
1291,CA-2016-163384,2016-11-10,2016-11-12,"First Class",CC-12430,"Chuck Clark","Home Office","United States","San Francisco",California,94122,West,OFF-BI-10004970,"Office Supplies",Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.22,4,0.2,4.46
1292,CA-2016-163384,2016-11-10,2016-11-12,"First Class",CC-12430,"Chuck Clark","Home Office","United States","San Francisco",California,94122,West,OFF-PA-10003172,"Office Supplies",Paper,"Xerox 1996",32.4,5,NULL,15.55
